id,chunk,start,end
3861,"ease as also to reduce period of vibrio excretion. drug of choice is tetracycline but, in view of its known adverse sideeffects inchildren, the choice should be out of erythromycin, furazolidine, ciprofloxacin and cotrimoxazole. a 3day course is sufficient. whereas v. cholerae 0139 is resistant to cotrimoxaziole, tetracyclineresistant strains of v. cholerae 01 have also occurred in many countries.",1595978,1596378
3862," cholerae 01 have also occurred in many countries. attention must also be directed to sanitation measures such as water control, excreta disposal, food sanitation and disinfection. the innovative cholera cot developed by the diarrheal disease center,dhaka, bangladesh, is of great utility. it is a portable cot with a hole in the middle, leading to a bucket underneath.",1596328,1596697
3863,"ole in the middle, leading to a bucket underneath. prophylaxis chemoprophylaxis same drugs as for treatment and for the same period is recommended for householdcontacts or for a closed community with outbreak of cholera. cholera vaccine killed; 12,000 million vibrio ml has a protective value of 50 for a period of 3 to 6months. however, once an epidemic has occurred, it is virtually of no value. on the other hand, it maycontribute to additional problems such as outbreak of serum hepatitis and poliomyelitis.",1596647,1597158
3864," as outbreak of serum hepatitis and poliomyelitis. dose is 0.3 ml for children above 2 years and 0.2 ml for those between 6 months to 2 years. it is givensubcutaneously and repeated after an interval of 4 to 6 weeks. reactions include local pain, swelling,erythema and abscess. fever occurs only in a small proportion of cases. oral live attenuated vaccine is still in experimental stage.",1597108,1597496
3865,"attenuated vaccine is still in experimental stage. acute bacillary dysentery shigellosis it is defined as passage of loose stools containingmucus, pus and blood, and accompanied by fever, tenesmus and crampy abdominal pain. etiopathogenesis the causative organism, shigella, is subdivided into 4 groups: pediatric gastroenterology 455 4group a : shigella shiga or dysenteriae is the most important among the 10 serotypes.",1597446,1597867
3866,"riae is the most important among the 10 serotypes. group b : shigella flexneri or paradysenteriae is the most important among the 6 serotypes. group c : shigella boydii group d : shigella sonei invasive strains of shigella, after penetrating the epithelial cells of the intestine, multiply in the sub mucosa and lamina propria. this leads to local inflammation and superfacial ulcers which may bleed. epidemiology shigellosis occurs worldwide, usually towards the late summer.",1597817,1598293
3867,"occurs worldwide, usually towards the late summer. the disease spreads chiefly by oralfecal route. the spread is boosted by the low level of personal hygiene,environmental sanitation level causing breeding of flies, and contamination of water, ice, milk and otherfoods. both sporadic and epidemic forms occur. clinical features incubation period is usually 1 to 3 days. onset is sudden with fever, prostration, vomiting, bloody diarrhea, abdominal pain and tenesmus.",1598243,1598709
3868,"ing, bloody diarrhea, abdominal pain and tenesmus. dehydration and electrolyte loss may cause shock. headache, drowsiness and even coma, neck rigidityand convulsions may occur. differential diagnosis table 24.10 lists the major differential diagnosis of bloody diarrhea in children. table 24.10: major differential diagnosis of bloody diarrhea invasive bacteria shigella, e.coli enteroinvasive, enterohemorrhagic, campylobacter jejuni, salmonella nontyphoidal protozoahelminths ent.",1598659,1599141
3869,"ni, salmonella nontyphoidal protozoahelminths ent. histolytica both luminal and invasive, l. giardia, h.nana, strong. stercoralis, hookworm miscellaneous intussusception, vitamin k deficiency, noninfectious ulcerative colitis, crohn disease, blooddyscrasias leukemia, purpura itp,henochschoenlein purpura diagnosis stool sample shows leukocytes pus cell and red blood cells.blood counts reveal a marked leukocytosis with rise of polymorphonuclear cells in majority of the cases.",1599091,1599569
3870," polymorphonuclear cells in majority of the cases. stool cultures for isolating the organism are essential for establishing the diagnosis. treatment choice of antibiotic depends on the existing sensitivity of the organism in the particular community. thestrains are usually responsive to ampicillin, cotrimoxazole, nalidixic acid or tetracyclines. the last named should be reserved for only grownup children.",1599519,1599927
3871,"amed should be reserved for only grownup children. general measures include correction of dehydration and electrolyte imbalance and associatedmalnutrition, including hypoproteinemia and anemia. antimotility drugs such as diphenoxylate and loperamide may decrease frequency of motions butprolong excretion of shigella , and are best avoided. prognosis institution of proper treatment well in time leads to afavorable prognosis in a large majority of the cases.",1599877,1600336
3872,"orable prognosis in a large majority of the cases. such factors as malnutrition and enclosed population say, that of mental institution contribute to increasedmorbidity and mortality. complications include anemia with hypoproteine mia, rectal prolapse, arthritis, reiter syndrome,vaginitis and hemolytic uremic syndrome. a chronic form of shigellosis may occur. in such a carrier state, a synthetic derivative of lactose  lactulose  may transiently reduce the excretion of the organisms.",1600286,1600773
3873,"transiently reduce the excretion of the organisms. prevention this is by control of carrier and active states andattention to personal, water and food hygiene andenvironmental standards. no vaccine is so far available against shigellosis.",1600723,1600961
3874,"o vaccine is so far available against shigellosis. pseudomembranous colitis clostridium difficileassociated diarrhea this serious diarrheal state is due to the toxin produced by toxigenic clostridium difficile , a gram positive anaerobic bacillus that is normally found in 3 of adults, 50 to 70 of neonates and 20 to 50 of infants. 456 the short textbook of pediatrics 4etiopathogenesis table 24.11 lists the important predisposing factors for pseudomembranous colitis.",1600911,1601380
3875,"predisposing factors for pseudomembranous colitis. the causative organism, c. difficile, is not invasive. its toxigenic strains cause pseudomembranous colitisby producing toxins a and b. the toxins perhaps produce diarrhea by causing inflammation, loss ofproteins, exaggerated peristalsis, hemorrhage, enhanced fluid and electrolyte secretions, or cytotoxicity.",1601330,1601691
3876,"fluid and electrolyte secretions, or cytotoxicity. table 24.11: factors predisposing to pseudomembranous colitis drugs: ampicillin, penicillin, cephalosporins, amoxycillin clindamycin, methotrexate, antiviral agents intestinal motility disorders; hirschsprung disease uremiaanesthesia dietary changes typically, pseudomembranous nodules or plaques occur in rectum, sigmoid and distal colon. in a proportion of cases these may be found only in cecumand transverse colon.",1601641,1602110
3877,se may be found only in cecumand transverse colon. the lesions appear as grayish white exudates that are surrounded by edematous and erythematous inflammatory response. these arepoorly adherent to the underlying tissue.,1602060,1602279
